시군명,정류소명,정류소영문명,정류소id,정류소번호,중앙차로여부,관할관청,위치,WGS84위도,WGS84경도
가평군,3반상회앞,3-ban Market,239000307,44655,노변정류장,경기도 가평군,경기도 가평군 가평읍,37.8112500000,127.5214667000
가평군,가는골,Ganeungol,239000875,44848,노변정류장,경기도 가평군,경기도 가평군 북면,37.9674500000,127.4186500000
가평군,가는골,Ganeungol,239000874,44847,노변정류장,경기도 가평군,경기도 가평군 북면,37.9675333000,127.4186167000
가평군,가둘기,Gadulgi,239000061,44280,노변정류장,경기도 가평군,경기도 가평군 북면,37.9000667000,127.5115833000
가평군,가둘기(목동방면),Gadulgi,239000459,44354,노변정류장,경기도 가평군,경기도 가평군 북면,37.9000333000,127.5117000000
가평군,가림마을,Garim Maeul ,239000053,44286,노변정류장,경기도 가평군,경기도 가평군 북면,37.9766833000,127.4438667000
가평군,가림마을(목동방면),Garim Maeul ,239000454,44501,노변정류장,경기도 가평군,경기도 가평군 북면,37.9767000000,127.4437000000
가평군,가인만당앞,Gainmandang,239000605,44204,노변정류장,경기도 가평군,경기도 가평군 설악면,37.5978167000,127.4973500000
가평군,가인만당앞,Gainmandang,239000426,44177,노변정류장,경기도 가평군,경기도 가평군 설악면,37.5977500000,127.4973167000
가평군,가일1리,Gail 1-ri,239000514,44339,노변정류장,경기도 가평군,경기도 가평군 설악면,37.6073833000,127.4921333000
가평군,가일1리,Gail 1-ri,239000422,44293,노변정류장,경기도 가평군,경기도 가평군 설악면,37.6073667000,127.4923500000
가평군,가일리,Gail-ri ,239000655,44404,노변정류장,경기도 가평군,경기도 가평군 설악면,37.6047667000,127.4930833000
가평군,가일리.동천마을,"Gail-ri, Dongcheon Maeul ",239000840,44544,노변정류장,경기도 가평군,경기도 가평군 설악면,37.6048500000,127.4933000000
가평군,가일리삼거리,Gail-ri Samgeori ,239000423,44292,노변정류장,경기도 가평군,경기도 가평군 설악면,37.6005333000,127.4931167000
가평군,가일리삼거리,Gail-ri Samgeori ,239000603,44189,노변정류장,경기도 가평군,경기도 가평군 설악면,37.6006167000,127.4930667000
가평군,가평고등학교,Gapyeong High School ,239000336,44143,노변정류장,경기도 가평군,경기도 가평군 가평읍,37.8182833000,127.5118333000
가평군,가평고등학교,Gapyeong High School ,239000540,44214,노변정류장,경기도 가평군,경기도 가평군 가평읍,37.8177667000,127.5144667000
가평군,가평고등학교,Gapyeong High School,239000318,44207,노변정류장,경기도 가평군,경기도 가평군 가평읍,37.8178167000,127.5146333000
가평군,가평공영버스,Gapyeong Public Bus,239000921,44795,,경기도 가평군,,37.8246833000,127.5153833000
가평군,가평공영버스,Gapyeong Public Bus,239000920,44794,,경기도 가평군,,37.8244667000,127.5153667000
가평군,가평교육지원청,Gapyeong Office of Education,239000884,44849,노변정류장,경기도 가평군,경기도 가평군 가평읍,37.8291167000,127.5111667000
가평군,가평교육지원청,Gapyeong Office of Education,239000885,44855,노변정류장,경기도 가평군,경기도 가평군 가평읍,37.8297833000,127.5107333000
가평군,가평군농협,Gagpyeong-gun Nonghyup,239000556,44149,노변정류장,경기도 가평군,경기도 가평군 가평읍,37.8292667000,127.5140667000
가평군,가평군농협,Gapyeong-gun Nonghyup,239000465,44148,노변정류장,경기도 가평군,경기도 가평군 가평읍,37.8286833000,127.5141500000
가평군,가평군상수도사업소,Gapyeong Waterworks Office ,239000753,44744,노변정류장,경기도 가평군,경기도 가평군 가평읍,37.8059500000,127.5143833000
가평군,가평군상수도사업소,Gapyeong Waterworks Office ,239000752,44743,노변정류장,경기도 가평군,경기도 가평군 가평읍,37.8059833000,127.5141833000
가평군,가평군청,Gapyeong-gun Office,239000302,44144,노변정류장,경기도 가평군,경기도 가평군 가평읍,37.8325333000,127.5120167000
가평군,가평군청,Gapyeong-gun Office,239000817,44780,노변정류장,경기도 가평군,경기도 가평군 가평읍,37.8319167000,127.5102500000
가평군,가평군청,Gapyeong-gun Office,239000899,44859,노변정류장,경기도 가평군,경기도 가평군 가평읍,37.8320667000,127.5095333000
가평군,가평군청,Gapyeong-gun Office,239000816,44785,노변정류장,경기도 가평군,경기도 가평군 가평읍,37.8322500000,127.5098500000
가평군,가평군청,Gapyeong-gun Office,239000283,44145,노변정류장,경기도 가평군,경기도 가평군 가평읍,37.8324833000,127.5118833000
가평군,가평수도원,Gapyeong Monastery ,239000781,44763,노변정류장,경기도 가평군,경기도 가평군 가평읍,37.7507667000,127.5313833000
가평군,가평수련원,Gapyeong Training Center,239000798,44801,노변정류장,경기도 가평군,경기도 가평군 상면,37.7552833000,127.3698000000
가평군,가평수련원,Gapyeong Training Center,239000799,44682,노변정류장,경기도 가평군,경기도 가평군 상면,37.7550500000,127.3698000000
가평군,가평역,Gapyeong Station ,239000822,44789,노변정류장,경기도 가평군,경기도 가평군 가평읍,37.8136500000,127.5114833000
가평군,가평역,Gapyeong Station ,239000818,44779,노변정류장,경기도 가평군,경기도 가평군 가평읍,37.8138000000,127.5113500000
가평군,가평역삼거리(경유),,277101851,,,,,37.8151667000,127.5148667000
가평군,가평오거리,Gapyeong Ogeori,239000316,44483,노변정류장,경기도 가평군,경기도 가평군 가평읍,37.8197500000,127.5139000000
가평군,가평오거리,Gapyeong Ogeori,239000317,44611,노변정류장,경기도 가평군,경기도 가평군 가평읍,37.8199333000,127.5140833000
가평군,가평중학교,Gapyeong Middle School ,239000906,44862,노변정류장,경기도 가평군,경기도 가평군 가평읍,37.8263667000,127.5107500000
가평군,가평중학교,Gapyeong Middle School ,239000887,,노변정류장,경기도 가평군,경기도 가평군 가평읍,37.8268333000,127.5116500000
가평군,가평중학교,Gapyeong Middle School ,239000905,44861,노변정류장,경기도 가평군,경기도 가평군 가평읍,37.8261833000,127.5107167000
가평군,가평터미널,Gapyeong Terminal ,239000607,44151,노변정류장,경기도 가평군,경기도 가평군 가평읍,37.8244333000,127.5154333000
가평군,가평터미널,Gapyeong Terminal,239000282,44613,노변정류장,경기도 가평군,경기도 가평군 가평읍,37.8246333000,127.5153333000
가평군,가평터미널(경유),,277102406,,,,,37.8274667000,127.5147667000
가평군,가평터미널(경유),,277102461,,,,,37.8245667000,127.5153333000
가평군,가평터미널(경유),,277102405,,,,,37.8225667000,127.5145667000
가평군,간촌마을,Ganchon Maeul ,239000675,44435,노변정류장,경기도 가평군,,37.8302833000,127.3591333000
가평군,간촌입구,Ganchon ,239000101,44260,노변정류장,경기도 가평군,,37.8301500000,127.3589000000
가평군,갈치골,Galchigol ,239000323,44190,노변정류장,경기도 가평군,경기도 가평군 가평읍,37.7626667000,127.5108000000
가평군,갈치골,Galchigol,239000549,44593,노변정류장,경기도 가평군,경기도 가평군 가평읍,37.7626000000,127.5106333000
가평군,강씨봉휴양림,Gangssibong Recreation Forest,239000841,44804,노변정류장,경기도 가평군,경기도 가평군 북면,37.9688000000,127.4133167000
가평군,개곡2리,Gaegok 2-ri ,239000279,44662,노변정류장,경기도 가평군,경기도 가평군 가평읍,37.8685833000,127.5514333000
가평군,개곡2리,Gaegok 2-ri ,239000276,44663,노변정류장,경기도 가평군,경기도 가평군 가평읍,37.8686667000,127.5512167000
가평군,개곡2리마을회관,Gaegok 2-ri Community Center,239000277,44664,노변정류장,경기도 가평군,경기도 가평군 가평읍,37.8686000000,127.5551500000
가평군,개곡2리마을회관,Gaegok 2-ri Community Center,239000594,44421,노변정류장,경기도 가평군,경기도 가평군 가평읍,37.8685500000,127.5551500000
가평군,개곡리(경유),,277101788,,,,,37.8702833000,127.5583000000
가평군,개곡리종점,Gaegok-ri Bus Terminal,239000278,44491,노변정류장,경기도 가평군,경기도 가평군 가평읍,37.8714000000,127.5615500000
가평군,개누리고개,Gaenuri Gogae,239000521,44026,노변정류장,경기도 가평군,경기도 가평군 상면,37.7792333000,127.3703667000
가평군,개누리고개,Gaenuri Gogae,239000191,44025,노변정류장,경기도 가평군,경기도 가평군 상면,37.7788667000,127.3701833000
가평군,건들레.종점,"Geondeulre, Bus Terminal ",239000776,44759,노변정류장,경기도 가평군,경기도 가평군 북면,37.9712500000,127.5255833000
가평군,검문소,Check Point,239000489,44087,노변정류장,경기도 가평군,경기도 가평군 청평면,37.7473000000,127.4282667000
가평군,검문소,Check Point,239000182,44086,노변정류장,경기도 가평군,경기도 가평군 청평면,37.7470500000,127.4280833000
가평군,검문소,Check Point ,239000227,44089,노변정류장,경기도 가평군,경기도 가평군 청평면,37.7485667000,127.4298667000
가평군,검문소,Check Point,239000244,44088,노변정류장,경기도 가평군,경기도 가평군 청평면,37.7482167000,127.4298000000
가평군,경반리,Gyeongban-ri,239000065,44277,노변정류장,경기도 가평군,경기도 가평군 가평읍,37.8330000000,127.4958000000
가평군,경반리,Gyeongban-ri,239000067,44276,노변정류장,경기도 가평군,경기도 가평군 가평읍,37.8330000000,127.4957167000
가평군,경반리입구,Gyeongban-ri,239000560,44185,노변정류장,경기도 가평군,경기도 가평군 가평읍,37.8387333000,127.4988000000
가평군,경반리입구,Gyeongban-ri  ,239000071,44274,노변정류장,경기도 가평군,경기도 가평군 가평읍,37.8386667000,127.4989000000
가평군,경반리회관,Gyeongban-ri Community Center ,239000066,44461,노변정류장,경기도 가평군,경기도 가평군 가평읍,37.8330500000,127.4921833000
가평군,계량리,Gyeryang-ri,239000430,44133,노변정류장,경기도 가평군,경기도 가평군 가평읍,37.8406167000,127.5065500000
가평군,계량리,Gyeryang-ri,239000088,44135,노변정류장,경기도 가평군,경기도 가평군 가평읍,37.8406500000,127.5063833000
가평군,고성리(경유),,277102176,,,,,37.7037500000,127.5107167000
가평군,고성리(경유),,277102177,,,,,37.7052333000,127.5055167000
가평군,고암입구,Goam,239000646,44383,노변정류장,경기도 가평군,경기도 가평군 북면,37.9043833000,127.4692167000
가평군,고암입구,Goam ,239000028,44470,노변정류장,경기도 가평군,경기도 가평군 북면,37.9043333000,127.4699167000
가평군,고재,Gojae,239000496,44342,노변정류장,경기도 가평군,경기도 가평군 청평면,37.7047667000,127.5147500000
가평군,고재입구,Gojae,239000495,44531,노변정류장,경기도 가평군,경기도 가평군 청평면,37.7153667000,127.5017500000
가평군,고재입구,Gojae  ,239000330,44620,노변정류장,경기도 가평군,경기도 가평군 청평면,37.7154167000,127.5016167000
가평군,공무원휴양소(경유),,277101805,,,,,37.8600167000,127.4792000000
가평군,관사,Official Rresidence,239000571,44409,노변정류장,경기도 가평군,경기도 가평군 가평읍,37.8449167000,127.4879667000
가평군,관사앞,Official Residence,239000080,44268,노변정류장,경기도 가평군,경기도 가평군 가평읍,37.8448167000,127.4880167000
가평군,관청마을,Gwancheon Maeul ,239000046,44218,노변정류장,경기도 가평군,경기도 가평군 북면,37.9585333000,127.4720167000
가평군,관청마을,Gwancheong Maeul ,239000055,44464,노변정류장,경기도 가평군,경기도 가평군 북면,37.9585167000,127.4722500000
가평군,관터마을,Gwanteo Maeul ,239000219,44039,노변정류장,경기도 가평군,경기도 가평군 청평면,37.6901667000,127.3806167000
가평군,광성교회,Gwangseong Church ,239000188,44052,노변정류장,경기도 가평군,경기도 가평군 상면,37.7575500000,127.3970000000
가평군,광성교회,Gwangseong Church ,239000005,44051,노변정류장,경기도 가평군,경기도 가평군 상면,37.7577000000,127.3969833000
가평군,교육대앞,Army Training Camp,239000194,44017,노변정류장,경기도 가평군,,37.8109000000,127.3518333000
가평군,교회앞,Church ,239000757,44680,노변정류장,경기도 가평군,경기도 가평군 설악면,37.6858667000,127.5208333000
가평군,교회앞,Church ,239000350,44330,노변정류장,경기도 가평군,경기도 가평군 설악면,37.6857833000,127.5208833000
가평군,구가옥,Gugaok,239000572,44590,노변정류장,경기도 가평군,경기도 가평군 가평읍,37.8392000000,127.4948667000
가평군,구가옥,Gugaok,239000081,44197,노변정류장,경기도 가평군,경기도 가평군 가평읍,37.8392500000,127.4949500000
가평군,구나무골,Gunamugol,239000035,44468,노변정류장,경기도 가평군,경기도 가평군 북면,37.8970833000,127.4924000000
가평군,구나무골,Gunamugol,239000026,44232,노변정류장,경기도 가평군,경기도 가평군 북면,37.8970333000,127.4925500000
가평군,구사골마을,Gusagol Maeul ,239000180,44652,노변정류장,경기도 가평군,경기도 가평군 청평면,37.7826000000,127.4359667000
가평군,구사골마을,Gusagol Maeul ,239000178,44651,노변정류장,경기도 가평군,경기도 가평군 청평면,37.7825000000,127.4359500000
가평군,구운악분교,Guunak School,239000128,44451,노변정류장,경기도 가평군,,37.8825500000,127.3629500000
가평군,구정마을,Gujeong Maeul ,239000641,44431,노변정류장,경기도 가평군,경기도 가평군 설악면,37.6313833000,127.5091833000
가평군,구정마을,Gujeong Maeul ,239000415,44298,노변정류장,경기도 가평군,경기도 가평군 설악면,37.6315167000,127.5093000000
가평군,구회관앞,Former Community Center,239000808,44723,노변정류장,경기도 가평군,,37.8212167000,127.3794000000
가평군,구회관앞(마일2리방향),Former Community Center (Mail 2-ri),239000137,44437,노변정류장,경기도 가평군,,37.8211333000,127.3795500000
가평군,굼두리,Gumdu-ri,239000144,44624,노변정류장,경기도 가평군,,37.7965333000,127.3829333000
가평군,굼두리,Gumdu-ri,239000142,44625,노변정류장,경기도 가평군,,37.7966500000,127.3828167000
가평군,귀목종점,Gwimok Bus Terminal ,239000123,44047,노변정류장,경기도 가평군,,37.9225667000,127.3933833000
가평군,금대리,Geumdae-ri,239000754,44740,노변정류장,경기도 가평군,경기도 가평군 가평읍,37.7657500000,127.5372500000
가평군,금대리(경유),,277101862,,,,,37.7647333000,127.5400167000
가평군,금대리회관(가평방향),Geumdae-ri Community Center,239000311,44211,노변정류장,경기도 가평군,경기도 가평군 가평읍,37.7573167000,127.5357500000
가평군,까막둥지,Kkamakdungji,239000063,44279,노변정류장,경기도 가평군,경기도 가평군 북면,37.8952167000,127.5333167000
가평군,까막둥지(목동방면),Kkamakdungji,239000462,44353,노변정류장,경기도 가평군,경기도 가평군 북면,37.8951167000,127.5332333000
가평군,꿈에그린아파트,,239000623,44186,,,,37.8089833000,127.3528833000
가평군,꿈에그린아파트,ROK's army training camp for recruits ,239000001,44018,노변정류장,경기도 가평군,,37.8090167000,127.3530000000
가평군,나이아가라,Niagara,239000694,44717,노변정류장,경기도 가평군,경기도 가평군 설악면,37.7111167000,127.4445667000
가평군,나이아가라,Niagara,239000252,44099,노변정류장,경기도 가평군,경기도 가평군 설악면,37.7110833000,127.4451500000
가평군,낡은터,Nalgeunteo,239000642,44548,노변정류장,경기도 가평군,경기도 가평군 북면,37.9512333000,127.4799167000
가평군,낡은터,Nalgeunteo,239000045,44219,노변정류장,경기도 가평군,경기도 가평군 북면,37.9510833000,127.4798667000
가평군,남이산장앞,Nami Lodge,239000306,44654,노변정류장,경기도 가평군,경기도 가평군 가평읍,37.8126000000,127.5185500000
가평군,남이산장앞,Nami Lodge,239000305,44653,노변정류장,경기도 가평군,경기도 가평군 가평읍,37.8124333000,127.5185667000
가평군,남이섬종점,Namiseom Bus Terminal ,239000543,44379,노변정류장,경기도 가평군,경기도 가평군 가평읍,37.8058833000,127.5250167000
가평군,남이섬종점,,239000938,44884,,,,37.8059000000,127.5251833000
가평군,남이오거리,Nami Ogeori,239000335,44146,노변정류장,경기도 가평군,경기도 가평군 가평읍,37.8201333000,127.5128667000
가평군,남이오거리,Nami Ogeori,239000598,44147,노변정류장,경기도 가평군,경기도 가평군 가평읍,37.8199000000,127.5130167000
가평군,남이터,Namiteo,239000730,44710,노변정류장,경기도 가평군,경기도 가평군 청평면,37.6897333000,127.3678000000
가평군,남이터,Namiteo,239000729,44709,노변정류장,경기도 가평군,경기도 가평군 청평면,37.6899000000,127.3677500000
가평군,널미재,Neolmijae,239000416,44297,노변정류장,경기도 가평군,경기도 가평군 설악면,37.6622500000,127.5428833000
가평군,널미재,Neolmijae,239000417,44507,노변정류장,경기도 가평군,경기도 가평군 설악면,37.6620500000,127.5428333000
가평군,널미재정상,,239000680,44892,,,,37.6630500000,127.5495500000
가평군,널미재정상,,239000684,44176,,,,37.6629500000,127.5495500000
가평군,노루목고개,Norumok Gogae,239000093,44155,노변정류장,경기도 가평군,경기도 가평군 가평읍,37.8672333000,127.5213000000
가평군,노루목고개,Norumok Gogae,239000435,44154,노변정류장,경기도 가평군,경기도 가평군 가평읍,37.8672167000,127.5213667000
가평군,노씨터입구,Nossiteo,239000020,44472,노변정류장,경기도 가평군,경기도 가평군 북면,37.9498333000,127.5347000000
가평군,노씨터입구,Nossiteo,239000576,44417,노변정류장,경기도 가평군,경기도 가평군 북면,37.9499167000,127.5349000000
가평군,노체.꽃동네입구,"Noche, Kkotdongne ",239000475,44536,노변정류장,경기도 가평군,,37.8744000000,127.3577667000
가평군,노체2교앞,Noche 2-gyo Bridge,239000120,44453,노변정류장,경기도 가평군,,37.8815833000,127.3619667000
가평군,노체2교앞,Noche 2-gyo Bridge,239000129,44246,노변정류장,경기도 가평군,,37.8793167000,127.3600333000
가평군,노체2교앞(현리방면),Noche 2-gyo Bridge ,239000482,44363,노변정류장,경기도 가평군,,37.8793667000,127.3598667000
가평군,노체삼거리,Noche Samgeori ,239000119,44252,노변정류장,경기도 가평군,,37.8744333000,127.3575000000
가평군,논남,Nonnam,239000023,44234,노변정류장,경기도 가평군,경기도 가평군 북면,37.9684667000,127.4222833000
가평군,논남,Nonnam,239000873,44846,노변정류장,경기도 가평군,경기도 가평군 북면,37.9684000000,127.4223500000
가평군,논남교앞,Nonnamgyo Bridge,239000856,44647,노변정류장,경기도 가평군,경기도 가평군 북면,37.9698000000,127.4272500000
가평군,논남교앞,Nonnamgyo Bridge,239000855,44822,노변정류장,경기도 가평군,경기도 가평군 북면,37.9697167000,127.4272667000
가평군,농공단지앞,Agricultural Complex ,239000287,44672,노변정류장,경기도 가평군,경기도 가평군 북면,37.8940000000,127.5573000000
가평군,농공단지앞,Agricultural Complex ,239000566,44519,노변정류장,경기도 가평군,경기도 가평군 북면,37.8939167000,127.5573667000
가평군,농협,Nonghyup,239000528,44074,노변정류장,경기도 가평군,경기도 가평군 청평면,37.7367167000,127.4178333000
가평군,농협,Nonghyup,239000225,44075,노변정류장,경기도 가평군,경기도 가평군 청평면,37.7367833000,127.4176833000
가평군,눈썰매장,Sledding Slope ,239000187,44055,노변정류장,경기도 가평군,경기도 가평군 상면,37.7576000000,127.4030833000
가평군,눈썰매장,Sledding Slope ,239000206,44573,노변정류장,경기도 가평군,경기도 가평군 상면,37.7578333000,127.4032000000
가평군,느티나무마을,Neutinamu Maeul ,239000891,44854,노변정류장,경기도 가평군,경기도 가평군 가평읍,37.8215167000,127.5126833000
가평군,느티나무쉼터,Neutinamu Rest Area,239000262,44494,노변정류장,경기도 가평군,경기도 가평군 북면,37.8998667000,127.5840000000
가평군,능골,Neunggol,239000833,44805,노변정류장,경기도 가평군,경기도 가평군 설악면,37.6974000000,127.4593500000
가평군,능골,Neunggol,239000832,44716,노변정류장,경기도 가평군,경기도 가평군 설악면,37.6973167000,127.4591833000
가평군,능머루,Neungmeoru,239000591,44559,노변정류장,경기도 가평군,경기도 가평군 가평읍,37.8665833000,127.5328833000
가평군,능머루,Neungmeoru ,239000274,44492,노변정류장,경기도 가평군,경기도 가평군 가평읍,37.8666333000,127.5327667000
가평군,다락터,Darakteo,239000478,44535,노변정류장,경기도 가평군,,37.9195500000,127.3904167000
가평군,다락터,Darakteo,239000124,44452,노변정류장,경기도 가평군,,37.9195000000,127.3905667000
가평군,다리앞,Bridge,239000360,44517,노변정류장,경기도 가평군,경기도 가평군 설악면,37.6508333000,127.4944500000
가평군,다리앞,Bridge,239000355,44327,노변정류장,경기도 가평군,경기도 가평군 설악면,37.6510000000,127.4944833000
가평군,다부산마을,Dabusan Maeul ,239000670,44568,노변정류장,경기도 가평군,,37.7963167000,127.3704333000
가평군,다부산마을,Dabusan Maeul ,239000145,44627,노변정류장,경기도 가평군,,37.7962333000,127.3703333000
가평군,다원리,Dawon-ri,239000492,44058,노변정류장,경기도 가평군,경기도 가평군 상면,37.7543167000,127.4066833000
가평군,다원리,Dawon-ri,239000186,44057,노변정류장,경기도 가평군,경기도 가평군 상면,37.7541167000,127.4065833000
가평군,달전1리회관,Daljeon 1-ri Community Center,239000304,44486,노변정류장,경기도 가평군,경기도 가평군 가평읍,37.8112833000,127.5202833000
가평군,달전리.구리고개,"Daljeon-ri, Guri Gogae",239000315,44587,노변정류장,경기도 가평군,경기도 가평군 가평읍,37.8105167000,127.5169500000
가평군,달전리.구리고개,"Daljeon-ri, Guri Gogae",239000553,44377,노변정류장,경기도 가평군,경기도 가평군 가평읍,37.8106500000,127.5170500000
가평군,당무마을,Dangmu Maeul ,239000590,44423,노변정류장,경기도 가평군,경기도 가평군 가평읍,37.8633333000,127.5287500000
가평군,당무마을,Dangmu Maeul ,239000273,44659,노변정류장,경기도 가평군,경기도 가평군 가평읍,37.8634000000,127.5287000000
가평군,대금사입구,Daegeumsa,239000659,44392,노변정류장,경기도 가평군,경기도 가평군 가평읍,37.8139667000,127.4711167000
가평군,대금사입구,Daegeumsa,239000011,44182,노변정류장,경기도 가평군,경기도 가평군 가평읍,37.8138667000,127.4713167000
가평군,대리종점,Daeri Bus Terminal ,239000425,44291,노변정류장,경기도 가평군,경기도 가평군 설악면,37.5955667000,127.5095833000
가평군,대보1리입구,Daebo 1-ri ,239000147,44447,노변정류장,경기도 가평군,,37.8193667000,127.3561000000
가평군,대보1리입구,Daebo 1-ri,239000138,44629,노변정류장,경기도 가평군,,37.8194833000,127.3561833000
가평군,대보1리회관,Daebo 1-ri Community Center,239000146,44630,노변정류장,경기도 가평군,,37.8101000000,127.3624167000
가평군,대보1리회관,Daebo 1-ri Community Center,239000140,44631,노변정류장,경기도 가평군,,37.8100500000,127.3628167000
가평군,대보2리종점,Daebo 2-ri Bus Terminal,239000143,44448,노변정류장,경기도 가평군,,37.7993500000,127.3915000000
가평군,대보리(경유),,277101933,,,,,37.7977000000,127.3873000000
가평군,대성1리,Daeseong 1-ri ,239000212,44063,노변정류장,경기도 가평군,경기도 가평군 청평면,37.7243500000,127.4083667000
가평군,대성리,Daeseong-ri,239000429,44032,노변정류장,경기도 가평군,경기도 가평군 청평면,37.6805000000,127.3778333000
가평군,대성리,Daeseong-ri,239000682,44172,노변정류장,경기도 가평군,경기도 가평군 청평면,37.6806333000,127.3778333000
가평군,대성리,Daeseong-ri,239000735,44706,노변정류장,경기도 가평군,경기도 가평군 청평면,37.6806333000,127.3757500000
가평군,대성리,Daeseong-ri,239000736,44705,노변정류장,경기도 가평군,경기도 가평군 청평면,37.6807000000,127.3758667000
가평군,대성리(경유),,277102145,,,,,37.6938500000,127.3637000000
가평군,대성리MT장,Daeseong-ri MT zone,239000216,44033,노변정류장,경기도 가평군,경기도 가평군 청평면,37.6813333000,127.3779333000
가평군,대성리MT장,Daeseong-ri MT Zone,239000217,44031,노변정류장,경기도 가평군,경기도 가평군 청평면,37.6810667000,127.3776000000
가평군,대성리역,Daeseong-ri ,239000218,44037,노변정류장,경기도 가평군,경기도 가평군 청평면,37.6838500000,127.3783833000
가평군,대성리역,Daeseong-ri ,239000215,44038,노변정류장,경기도 가평군,경기도 가평군 청평면,37.6842333000,127.3787333000
가평군,대성리차고지(경유),,277101680,,,,,37.6806333000,127.3780000000
가평군,대촌마을,Daechon Maeul ,239000060,44281,노변정류장,경기도 가평군,경기도 가평군 북면,37.9246667000,127.4943833000
가평군,대촌마을(목동방면),Daechon Maeul,239000458,44355,노변정류장,경기도 가평군,경기도 가평군 북면,37.9246667000,127.4941667000
가평군,덕현리,Deokhyeon-ri,239000205,44046,노변정류장,경기도 가평군,경기도 가평군 상면,37.7626667000,127.3932833000
가평군,덕현리,Deokhyeon-ri,239000189,44045,노변정류장,경기도 가평군,경기도 가평군 상면,37.7625500000,127.3932333000
가평군,도솔천사,Dosolcheonsa,239000058,44282,노변정류장,경기도 가평군,경기도 가평군 북면,37.9421000000,127.4885000000
가평군,도솔천사(목동방면),Dosolcheonsa,239000457,44500,노변정류장,경기도 가평군,경기도 가평군 북면,37.9421000000,127.4882833000
가평군,도장골입구,Dojanggol,239000669,44439,노변정류장,경기도 가평군,,37.8006500000,127.3733333000
가평군,도장골입구,Dojanggol ,239000141,44628,노변정류장,경기도 가평군,,37.8007167000,127.3732500000
가평군,독박골,,239000939,44885,,,,37.7757667000,127.3555167000
가평군,돌아위부락,Dolawiburak,239000161,44609,노변정류장,경기도 가평군,경기도 가평군 상면,37.7926000000,127.3205333000
가평군,돌아위부락,Dolawiburak,239000160,44608,노변정류장,경기도 가평군,경기도 가평군 상면,37.7924667000,127.3208500000
가평군,동면,Dong-myeon,239000409,44508,노변정류장,경기도 가평군,경기도 가평군 설악면,37.6222167000,127.5154833000
가평군,동면,Dong-myeon,239000403,44306,노변정류장,경기도 가평군,경기도 가평군 설악면,37.6223333000,127.5155333000
가평군,동연재마을,Dongyeonjae Maeul ,239000309,44656,노변정류장,경기도 가평군,경기도 가평군 가평읍,37.8087000000,127.5243167000
가평군,동연재마을,Dongyeonjae Maeul ,239000303,44657,노변정류장,경기도 가평군,경기도 가평군 가평읍,37.8085667000,127.5241833000
가평군,두리개,Durigae,239000502,44337,노변정류장,경기도 가평군,경기도 가평군 상면,37.7555500000,127.3606167000
가평군,두리개,Durigae,239000169,44600,노변정류장,경기도 가평군,경기도 가평군 상면,37.7555667000,127.3607167000
가평군,두메산골,Dumesangol,239000793,44720,노변정류장,경기도 가평군,경기도 가평군 상면,37.7441500000,127.3541000000
가평군,두메산골,Domesangol,239000792,44798,노변정류장,경기도 가평군,경기도 가평군 상면,37.7442167000,127.3541833000
가평군,두밀리(경유),,277101856,,,,,37.8119667000,127.4423167000
가평군,두밀리입구,Dumil-ri,239000696,44703,노변정류장,경기도 가평군,경기도 가평군 가평읍,37.8020500000,127.4855500000
가평군,두밀리입구,Dumil-ri,239000235,44125,노변정류장,경기도 가평군,경기도 가평군 가평읍,37.8037667000,127.4870167000
가평군,두밀리종점,Dumil-ri Bus Terminal ,239000014,44240,노변정류장,경기도 가평군,경기도 가평군 가평읍,37.8110833000,127.4383333000
가평군,두밀삼거리,Dumil Samgeori,239000756,44767,노변정류장,경기도 가평군,경기도 가평군 가평읍,37.8161500000,127.4577000000
가평군,두밀삼거리,Dumil Samgeori,239000012,44474,노변정류장,경기도 가평군,경기도 가평군 가평읍,37.8160000000,127.4578833000
가평군,두밀삼거리,Dumil Samgeori ,239000663,44389,노변정류장,경기도 가평군,경기도 가평군 가평읍,37.8160833000,127.4581500000
가평군,등지거리,Deungjigeori,239000265,44677,노변정류장,경기도 가평군,경기도 가평군 북면,37.9276167000,127.5644500000
가평군,등지거리,Deungjigeori,239000267,44669,노변정류장,경기도 가평군,경기도 가평군 북면,37.9276500000,127.5645333000
가평군,마을회관,Community Center,239000671,44438,노변정류장,경기도 가평군,,37.8241833000,127.3818500000
가평군,마을회관,Community Center,239000136,44196,노변정류장,경기도 가평군,,37.8241333000,127.3819167000
가평군,마이다스호텔앞,Midas Hotel ,239000633,44429,노변정류장,경기도 가평군,경기도 가평군 청평면,37.7145667000,127.4058833000
가평군,마이다스호텔앞,Midas Hotel ,239000248,44645,노변정류장,경기도 가평군,경기도 가평군 청평면,37.7146167000,127.4057000000
가평군,마일1리,Mail 1-ri,239000152,44639,노변정류장,경기도 가평군,,37.8474000000,127.3748333000
가평군,마일1리회관,Mail 1-ri Community Center,239000150,44640,노변정류장,경기도 가평군,,37.8518000000,127.3786000000
가평군,마일1리회관(현리방향),Mail 1-ri Community Center,239000102,44259,노변정류장,경기도 가평군,,37.8516167000,127.3785000000
가평군,마일2리,Mail 2-ri,239000135,44641,노변정류장,경기도 가평군,,37.8263333000,127.3839667000
가평군,마장1리,Majang 1-ri ,239000090,44134,노변정류장,경기도 가평군,경기도 가평군 가평읍,37.8535667000,127.5062167000
